1DU6_1	1DU6_1
4QMG_1	4QMG_1
4R1J_1	4R1J_1
4RE1_2	4RE1_2
4UP5_1	4UP5_1
4UP5_1	4UP0_1
4REK_1	4REK_1
4REK_1	1N1P_1
4REK_1	5KWF_1
4V0P_1	4V0P_1
4V0P_1	2WA0_1
4V0P_1	5HVQ_1
4OFO_1	4OFO_1
4OFO_1	4OFL_1
4KFW_1	4KFW_1
4KFW_1	4REY_1
4KFW_1	5H3J_1
4KFW_1	4KFV_1
4QP5_1	4QP5_1
4QP5_1	4QPB_1
4YYP_1	4YYP_1
4YYP_1	2N19_1
4WSF_1	4WSF_1
5AYN_1	5AYN_1
5AYN_1	5AYO_1
5AYN_1	5AYM_1
5AZC_1	5AZC_1
5AZC_1	5AZB_1
5A2N_1	5A2N_1
5A2N_1	5A2O_1
5APA_1	5APA_1
5E7S_1	5E7S_1
5E7S_1	4YPM_1
4XB0_1	4XB0_1
4OER_1	4OER_1
4OER_1	4I8C_1
4OER_1	4OES_1
5ME6_1	5ME6_1
5ME6_1	5ME7_1
5ME6_1	2W97_1
5ME6_1	2W97_2
5ME6_1	1WKW_1
5ME6_1	4BEA_1
5ME6_1	3U7X_1
5ME6_1	4AZA_1
5ME6_1	5ZJY_1
5ME6_1	5ZJZ_1
5ME6_1	5ZML_1
5ME6_1	5ZK5_1
5ME6_1	5ZK7_1
5ME6_1	5ZK9_1
5ME6_1	1EJH_1
5ME6_1	1EJ4_1
5ME6_1	3TF2_1
5ME6_1	3AM7_1
3RBQ_1	3RBQ_1
3RBQ_1	7OK6_1
3RBQ_1	5L7K_1
3RBQ_1	7OK7_2
3RBQ_1	6H6A_1
3RBQ_1	6H6A_3
4UU6_1	4UU6_1
4UU6_1	4UU5_1
4DAY_1	4DAY_1
4DAY_2	4DAY_2
5IX2_1	5IX2_1
5IX2_1	5IX1_1
5EXK_1	5EXK_1
5EXK_1	5EXJ_1
5EXK_1	5EXI_1
3PFV_1	3PFV_1
3PFV_1	5AXI_1
3PFV_1	6XAR_1
3PFV_1	3PLF_2
3PFV_1	3OB1_2
3PFV_1	3OB2_2
3PFV_1	1FBV_1
3PFV_1	4GPL_2
3PFV_1	5HL0_1
3PFV_1	5HKY_1
3PFV_1	5HKZ_1
3PFV_1	3BUM_2
3PFV_1	3BUN_2
3PFV_1	3BUO_2
3PFV_1	3BUW_2
3PFV_1	3BUX_2
3PFV_1	3VRO_1
3PFV_1	3OP0_1
3PFV_1	3VRP_1
3PFV_1	3VRR_1
6LOS_1	6LOS_1
5W7J_1	5W7J_1
5W7J_1	5W7I_1
4JIF_1	4JIF_1
2YYR_1	2YYR_1
3ZFW_1	3ZFW_1
3ZFW_1	5FJY_1
3ZFW_1	6F9I_1
4FCM_1	4FCM_1
4FCM_1	5DRV_1
4FCM_1	5FW5_1
4FCM_1	4FCJ_1
4FCM_1	4IIA_1
4FCM_1	8TH1_1
4FCM_1	8TH5_1
4FCM_1	8TH7_1
4FCM_1	8TH6_1
6EC8_1	6EC8_1
6EC8_1	6EC7_1
3CYO_1	3CYO_1
3CYO_1	3CP1_1
5JZU_1	5JZU_1
5JZU_1	5JZ8_1
5JZU_1	5JQY_1
5JZU_1	6RK9_1
5JZU_1	6Q9F_1
5JZU_1	5JZ6_1
5JZU_1	5JZA_1
5JZU_1	6Q9I_1
5JZU_1	7E6J_1
5JZU_1	6YYW_1
5JZU_1	6YYX_1
5JZU_1	6YYY_1
5JZU_1	6Z6R_1
5JZU_1	5JTC_1
5JZU_1	7BMI_1
5JZU_1	6Z6Q_1
5JZU_1	7BMJ_1
3J42_1	3J42_1
3J42_1	3C6D_1
4UQT_1	4UQT_1
3QBQ_1	3QBQ_1
3QBQ_2	3QBQ_2
6KET_1	6KET_1
6KFU_1	6KFU_1
6KFU_1	6KFM_1
6KFU_1	6KFR_1
5O2Q_1	5O2Q_1
5O2Q_1	5O2P_1
1IJA_1	1IJA_1
1IJA_1	1T2W_1
1IJA_1	1T2O_1
1IJA_1	1T2P_1
4GMG_1	4GMG_1
4GMG_1	4GMF_1
4GMG_1	5KVQ_1
4GMG_1	5KVS_1
2JSN_1	2JSN_1
2JSO_1	2JSO_1
1PNJ_1	1PNJ_1
1PNJ_1	3I5R_1
1PNJ_1	3I5S_1
1PNJ_1	2PNI_1
1PNJ_1	1PHT_1
2RU1_1	2RU1_1
2AFF_1	2AFF_1
6ITU_1	6ITU_1
2LFN_1	2LFN_1
6SA8_1	6SA8_1
1XD6_1	1XD6_1
1XD6_1	1XD5_1
6DZ8_1	6DZ8_1
6SA7_1	6SA7_1
2JJR_1	2JJR_1
2JJR_1	2JDL_1
2JJR_1	2VS6_1
2JJR_1	1BRY_1
4H6X_1	4H6X_1
4H6X_1	4AKT_1
4H6X_1	4AKS_1
2L6K_1	2L6K_1
2KXS_1	2KXS_1
1U5I_1	1U5I_1
4DMU_1	4DMU_1
4DMU_2	4DMU_2
4DMU_2	2ADF_1
1RQF_1	1RQF_1
5KIK_1	5KIK_1
5KIK_1	5KIL_1
5KIK_1	4JO0_1
4N7V_1	4N7V_1
4N7V_1	4N7Z_1
4N7V_1	4N9J_1
4N7V_2	4N7V_2
2BG1_1	2BG1_1
2BG1_1	2UWX_1
2BG1_1	2XD1_1
2JIJ_1	2JIJ_1
2JIJ_1	3GZE_1
2JIJ_1	2JIG_1
2JIJ_1	2V4A_1
2FCF_1	2FCF_1
2FCF_1	2IWQ_1
2Q3Z_1	2Q3Z_1
2R3Z_1	2R3Z_1
2R3Z_1	1LV9_1
2VBP_1	2VBP_1
2VBP_1	2WO7_1
2VBP_1	4BB3_1
2VTY_1	2VTY_1
2VXB_1	2VXB_1
2VXB_1	2VXC_1
2PVC_1	2PVC_1
2PVC_1	2PV0_1
2UZ8_1	2UZ8_1
3EAT_1	3EAT_1
3DU1_1	3DU1_1
3E0M_1	3E0M_1
3E0M_1	7E43_1
3ISZ_1	3ISZ_1
3ISZ_1	3IC1_1
3E59_1	3E59_1
3IG8_1	3IG8_1
3IG8_1	3IG5_1
3GGR_1	3GGR_1
3GGR_1	6J8Y_1
3GGR_2	3GGR_2
3GGR_2	6J8Y_2
3GGR_3	3GGR_3
3GGR_3	6J8Y_3
3LGD_1	3LGD_1
3LGD_1	3LGG_1
3JVR_1	3JVR_1
3JVR_1	1IA8_1
3JVR_1	7AKM_1
3JVR_1	7AKO_1
3JVR_1	3JVS_1
3ODJ_1	3ODJ_1
3ODJ_1	6PJ4_1
3ODJ_1	6PJ7_1
3ODJ_1	6PJA_1
3ODJ_1	6PJ5_1
3ODJ_1	6PJP_1
3ODJ_1	6PJ8_1
3ODJ_1	6PJ9_1
3ODJ_1	6PJQ_1
3ODJ_1	6PJU_1
3ODJ_1	6PJR_1
3ODJ_1	6VJ8_1
3ODJ_1	6VJ9_1
3ODJ_1	6XRP_1
3ODJ_1	6XRO_1
3ODJ_1	4QO2_1
3ODJ_1	4QO0_1
3ODJ_1	4QNZ_1
3ODJ_1	2IRV_1
3ODJ_1	2NRF_1
3ODJ_1	2O7L_1
3ODJ_1	2IC8_1
3ODJ_1	5F5B_1
3ODJ_1	5F5D_1
3ODJ_1	5F5G_1
3ODJ_1	5F5J_1
3ODJ_1	5F5K_1
3ODJ_1	5MT8_1
3ODJ_1	5MT7_1
3ODJ_1	5MT6_1
3KAP_1	3KAP_1
3KAP_1	3KAQ_1
3ORZ_1	3ORZ_1
3ORZ_1	4RQK_1
3ORZ_1	4RQV_1
3ORZ_1	4RRV_1
3ORZ_1	4XX9_1
3ORZ_1	2BIY_1
3ORZ_1	3OTU_1
3ORZ_1	3ORX_1
3ORZ_1	5LVP_1
3LH0_1	3LH0_1
3LH0_1	2MWP_1
3LH0_1	2MWO_1
3LH0_1	2LVM_1
3LH0_1	4X34_1
3LH0_1	2IG0_1
3LH0_1	3LGL_1
3LH0_1	3LGF_1
3OEC_1	3OEC_1
3OEC_1	3SX2_1
3OEC_1	3PGX_1
3OEC_1	3TSC_1
3OEC_1	3T7C_1
3OEC_1	5EJ2_1
3P8G_1	3P8G_1
3P8G_1	3NCL_1
3P8G_1	3P8F_1
3P8G_1	6Q1U_1
3P8G_1	1EKB_2
3P83_2	3P83_2
3P83_2	1X1P_1
3LDA_1	3LDA_1
3PZ5_1	3PZ5_1
3PZ5_1	3PZ0_1
3PMR_1	3PMR_1
3PMR_1	3NYJ_1
3PMR_1	3NYL_1
3QC9_1	3QC9_1
3QC9_1	3NYN_1
3QC9_1	3NYO_1
3QC9_1	4YHJ_1
2Y1M_1	2Y1M_1
2Y1M_1	2Y1N_1
2Y1M_1	3ZNI_1
2Y1M_1	4A4C_1
2Y1M_1	5O76_1
2Y1M_1	4A4B_1
4A49_1	4A49_1
4A49_2	4A49_2
4A49_2	4A4B_3
4A49_2	4A4C_3
4A49_2	3ZNI_3
4A49_2	8IYA_1
4CMZ_1	4CMZ_1
4CMZ_1	4CN0_1
3JVE_1	3JVE_1
3PO8_1	3PO8_1
3PO8_1	3POA_1
5U2L_1	5U2L_1
5U2L_1	5U2U_1
5YIS_1	5YIS_1
5YIS_1	5D94_1
5YIS_1	2N9X_1
5YIS_1	5YIQ_1
5YIS_1	5WRD_1
5YIS_1	4WAA_1
5YIS_1	5GMV_1
5YIS_1	8Q7K_1
5YIS_1	5AZH_1
1H6A_1	1H6A_1
1H6A_1	1H6D_1
1H6A_1	1H6B_1
1H6A_1	1H6C_1
6LN2_1	6LN2_1
6LN2_1	6X18_6
6LN2_1	6X19_5
6LN2_1	6X1A_5
6LN2_1	6ORV_5
6LN2_1	7KI0_6
6LN2_1	7KI1_5
6LN2_1	6VCB_1
6LN2_1	5VAI_1
6LN2_1	6XOX_6
6LN2_1	7E14_5
6LN2_1	7DUQ_2
6LN2_1	7EVM_5
6LN2_1	7DUR_5
6LN2_1	6B3J_1
6LN2_1	7LCK_1
6LN2_1	7LCI_1
6LN2_1	7LCJ_1
6LN2_1	8JIS_6
6LN2_1	6WHC_6
6LN2_1	4L6R_1
6LN2_1	8WG8_5
2PST_1	2PST_1
2PST_1	5JA2_2
3AP3_1	3AP3_1
3AP3_1	3AP1_1
3AP3_1	5WRI_1
3AP3_1	5WRJ_1
3AP3_1	3AP2_1
7JSX_1	7JSX_1
7JSX_1	6UEW_1
7JSX_2	7JSX_2
7AUE_1	7AUE_1
7MHY_1	7MHY_1
7MHY_1	7MHZ_2
2OQI_1	2OQI_1
2OQI_1	2OQV_1
2OQI_1	1NU8_1
2OQI_1	1NU6_1
2OQI_1	2GBG_1
2OQI_1	2GBC_1
2OQI_1	2GBF_1
2OQI_1	2GBI_1
2OQI_1	2OAE_1
3C6D_2	3C6D_2
3C6D_2	3J42_2
2MN5_1	2MN5_1
3LQB_1	3LQB_1
4NMO_1	4NMO_1
4NMO_1	4NMQ_1
4NMO_1	4NMP_1
4NMO_1	4NMR_1
4NMO_1	4NMT_1
4NMO_1	4NMV_1
4NMO_1	4NMS_1
4NMO_1	4E34_1
4NMO_1	4E35_1
4NMO_1	5IC3_1
4NMO_1	5K4F_1
4NMO_1	4JOJ_1
4NMO_1	4JOH_1
4NMO_1	4JOK_1
4NMO_1	4K6Y_1
4NMO_1	4K72_1
4NMO_1	4K76_1
4NMO_1	4JOG_1
4NMO_1	4JOE_1
4NMO_1	4JOF_1
4NMO_1	4K75_1
4NMO_1	4K78_1
4NMO_1	4JOP_1
4NMO_1	4JOR_1
4NMO_1	6OV7_1
4NMO_1	2DC2_1
4NMO_1	6XNJ_1
4NMO_1	4Q6S_1
4NMO_1	4Q6H_1
4NMO_1	1N7E_1
4NMO_1	1N7F_1
4NMO_1	1QAV_1
4NMO_1	2PDZ_1
4NMO_1	4HOP_1
4NMO_1	5GLJ_1
1OXN_1	1OXN_1
1OXN_1	1OXQ_1
1OXN_1	1OY7_1
1OXN_1	2I3H_1
1OXN_1	2I3I_1
1OXN_1	1TW6_1
4FAJ_1	4FAJ_1
1G0Y_1	1G0Y_1
3M1B_1	3M1B_1
3M1B_1	3M17_1
3M1B_1	5BJT_1
3M1B_1	1EXU_1
3QN7_1	3QN7_1
3QN7_1	4GLY_1
3QN7_1	4MNW_1
3QN7_1	4MNY_1
3QN7_1	4MNX_1
3QN7_1	4MNV_1
3QN7_1	4JK6_1
3QN7_1	4JK5_1
3QN7_1	5WXO_1
3QN7_1	5WXF_1
3QN7_1	5WXP_1
3QN7_1	4X1R_2
3QN7_1	4X1Q_2
3QN7_1	4X1S_2
3QN7_1	4X1N_2
3QN7_1	3OX7_1
3QN7_1	3OY5_1
3QN7_1	3OY6_1
3QN7_1	6XVD_1
3QN7_1	4ZHL_1
3QN7_1	4ZHM_2
3QN7_1	4OS7_1
3QN7_1	4OS4_1
3QN7_1	4OS5_1
3QN7_1	4OS6_1
3QN7_1	4OS2_1
3QN7_1	4OS1_1
3QN7_1	5HGG_1
3QN7_1	6A8G_2
3QN7_1	6A8N_1
3QN7_1	2NWN_1
3QN7_1	1LMW_2
5CH4_1	5CH4_1
5CH4_1	5AWW_1
6AQB_1	6AQB_1
6AQB_1	5K26_1
6AQB_1	5K28_1
6AQB_1	6CQ7_1
2LP8_1	2LP8_1
2LP8_1	1G5J_1
2LP8_1	4BPK_1
2LP8_1	3FDL_1
2LP8_1	6IJQ_2
2LP8_1	2YJ1_1
2LP8_1	2LPC_1
2LP8_1	3FDM_1
2LP8_1	2P1L_1
2LP8_1	4A1U_1
2LP8_1	4A1W_1
2LP8_1	2YQ6_1
2LP8_1	2YQ7_1
2LP8_1	2M04_1
2LP8_1	3R85_1
2LP8_1	5C3G_1
2LP8_1	3PL7_1
2LP8_1	5VX3_1
2LP8_1	6DCO_1
2LP8_1	6DCN_1
2LP8_1	3IO8_1
2LP8_1	3INQ_1
2LP8_1	4HNJ_1
2LP8_1	5AGW_1
2LP8_1	5AGX_1
2LP8_1	5AGX_2
2LP8_1	2XA0_1
2LP8_1	1G5M_1
2LP8_1	1GJH_1
2LP8_1	1MK3_1
2LP8_1	1ZY3_1
2LP8_1	2B48_1
2LP8_1	1BXL_1
2LP8_1	3CVA_1
2LP8_1	6QG8_1
2LP8_1	2BZW_1
2LP8_1	4YJ4_1
5X7B_1	5X7B_1
5X7B_1	5X94_1
5X7B_1	5DF6_1
4K39_1	4K39_1
4K39_1	4K38_1
1AON_1	1AON_1
1AON_1	1MNF_1
1AON_2	1AON_2
1C5E_1	1C5E_1
1C5E_1	5MFD_2
1DZ3_1	1DZ3_1
1FJJ_1	1FJJ_1
1FJJ_1	1FUX_1
1ENV_1	1ENV_1
1FNT_15	1FNT_15
1IG8_1	1IG8_1
1E0F_3	1E0F_3
1JL4_4	1JL4_4
1GMU_1	1GMU_1
1GMU_1	1GMV_1
1GMU_1	1GMW_1
1GMU_1	1GMW_2
1JJ7_1	1JJ7_1
1JJ7_1	4K8O_1
1JCC_1	1JCC_1
1KTE_1	1KTE_1
1KTE_1	2HZF_1
1KTE_1	2HZE_1
1KTE_1	2HZE_2
1LAM_1	1LAM_1
1LAM_1	1LAN_1
1LAM_1	1LCP_1
1JVG_1	1JVG_1
1JVG_1	1JV3_1
1JVG_1	1JV1_1
1JVG_1	1JVD_1
1O6O_1	1O6O_1
1O6O_1	1O6P_1
1O6O_2	1O6O_2
1NU9_1	1NU9_1
1NU9_1	2HWL_2
1NU9_1	1YCP_2
1NU9_1	1DE7_2
1NU9_1	1THS_2
1NU9_1	1THR_2
1NU9_1	1TMB_2
1NU9_1	4CH8_2
1NU9_1	4CH2_2
1NU9_1	1A3B_2
1NU9_1	1A3E_2
1NU9_1	1HDT_2
1NU9_1	1QBV_2
1NU9_1	1HLT_2
1NU9_1	1NRS_2
1NU9_1	1NRR_2
1NU9_1	1NRQ_2
1NU9_1	1NRP_2
1NU9_1	1NRO_2
1NU9_1	1NRN_2
1NU9_1	1FPH_2
1NU9_1	1EB1_2
1NU9_1	1BBR_5
1NU9_1	1DIT_2
1NU9_1	3JZ2_2
1NU9_1	3JZ1_2
1NU9_1	1DM4_2
1NU9_1	1KTS_2
1NU9_1	1KTT_2
1NU9_1	1E0F_2
1NU9_1	1TOC_2
1NU9_1	1NU7_2
1NU9_1	3GIC_2
1NU9_1	1NY2_2
1NU9_1	1TMT_2
1NU9_1	1TMU_2
1NU9_1	1ABJ_2
1NU9_1	1ABI_2
1NU9_1	1AY6_2
1NU9_1	1UVS_2
1NU9_1	1UVT_2
1NU9_1	1UVU_2
1NU9_1	5GIM_2
1NU9_1	1B5G_2
1NU9_1	1A5G_2
1NU9_1	6CYM_1
1NU9_1	1AWF_2
1NU9_1	1AWH_2
1NU9_1	2A1D_2
1NU9_1	3U69_2
1NU9_1	3U8O_2
1NU9_1	3U8T_2
1NU9_1	4HTC_2
1NU9_1	5GDS_2
1NU9_1	3U8R_2
1NU9_1	1G37_1
1NU9_2	1NU9_2
1NU9_2	1NU7_3
1NU9_2	2A1D_3
1PN3_1	1PN3_1
1SLQ_1	1SLQ_1
6JZD_1	6JZD_1
6JZD_1	6J4S_1
6JZD_2	6JZD_2
1TFA_1	1TFA_1
1TFA_1	1NFT_1
1TFA_1	2PMS_1
1T77_1	1T77_1
1T77_1	1MI1_1
1TOC_3	1TOC_3
1UNN_2	1UNN_2
1UN2_1	1UN2_1
1VTK_1	1VTK_1
1VTK_1	2VTK_1
1VTK_1	3VTK_1
1W98_2	1W98_2
1YCS_1	1YCS_1
1YCS_1	7DVD_1
1YCS_1	5ECG_1
1YUX_1	1YUX_1
1YUX_1	1YUZ_1
1YUX_1	1YV1_1
1HRH_1	1HRH_1
1HRH_1	1O1W_1
2A39_1	2A39_1
2A39_1	1DYM_1
2BAP_1	2BAP_1
2BAP_2	2BAP_2
1QQG_1	1QQG_1
2D05_1	2D05_1
2CCV_1	2CCV_1
2CCV_1	2CE6_1
2FEZ_1	2FEZ_1
2FEZ_1	2FF4_1
1UTU_1	1UTU_1
2GBL_1	2GBL_1
2GBL_1	2GBL_2
2GBL_1	4IJM_1
2HW6_1	2HW6_1
2HW6_1	2HW7_1
2I99_1	2I99_1
2NPF_1	2NPF_1
2NPF_1	2E1R_1
2QPW_1	2QPW_1
2QPW_1	2JV0_1
2ORA_1	2ORA_1
2ORA_1	1ORB_1
2F0R_1	2F0R_1
2F0R_1	3P9H_1
2F0R_1	3P9G_1
2F0R_1	1M4P_1
2F0R_1	1M4Q_1
2F0R_1	1S1Q_1
2F0R_1	3OBU_1
2F0R_1	3OBQ_1
2F0R_1	4EJE_1
2F0R_1	3OBX_1
2VSY_1	2VSY_1
2VSY_1	2JLB_1
2YR4_1	2YR4_1
2YR4_1	2YR5_1
2YR4_1	2YR6_1
1UEF_1	1UEF_1
1UEF_1	1P5T_1
3A3T_1	3A3T_1
2VKW_1	2VKW_1
2VKW_1	2VKX_1
3A7S_1	3A7S_1
3A7S_1	3TB3_1
3AU4_2	3AU4_2
3EK4_1	3EK4_1
3EK4_1	3O78_1
3EK4_1	3O77_1
3EK4_1	6XU4_1
3EK4_1	3EK7_1
3EK4_1	3EKJ_1
3EK4_1	3EKH_1
3EK4_1	3EK8_1
3AU5_1	3AU5_1
3AU5_1	3AU4_1
3IFZ_1	3IFZ_1
3ISY_1	3ISY_1
2R3A_1	2R3A_1
3LLA_1	3LLA_1
3LLA_1	3PDT_1
3LLA_1	3LMH_1
3LLA_1	3LKM_1
3LLA_1	3LMI_1
3LLA_1	4ZME_1
3LLA_1	4ZMF_1
3LLA_1	4ZS4_1
2OJR_1	2OJR_1
2OJR_1	3VDZ_1
3M4I_1	3M4I_1
3M4I_1	2ZJT_1
3M4I_1	3IG0_1
5LV5_1	5LV5_1
5LV5_1	4C03_1
5LV5_1	4C07_1
5LV5_1	4C08_1
5LV5_1	4C04_1
5LV5_1	4C05_1
5LV5_1	4C06_1
5LV5_1	4HC4_1
5LV5_1	4QQK_1
5LV5_1	5HZM_1
5LV5_1	5LV4_1
5LV5_1	6SQK_1
5GS2_4	5GS2_4
5T2S_1	5T2S_1
5T2S_1	5T2F_1
5T90_1	5T90_1
5MG9_1	5MG9_1
5HH1_1	5HH1_1
5HH1_1	5ICW_1
5HH1_1	5ICV_1
5HH1_1	5HGZ_1
5HH1_1	5HH0_1
5GS0_1	5GS0_1
5XW7_1	5XW7_1
6CXT_1	6CXT_1
6CXT_1	6CY8_2
6CXT_2	6CXT_2
6CXT_2	6CY8_1
6KMO_1	6KMO_1
6I1M_1	6I1M_1
6LB8_1	6LB8_1
6M95_1	6M95_1
6M95_1	4KA3_1
6M95_1	3P4K_1
6M95_1	1OUY_1
6M95_1	1OVE_1
6M95_1	1OUK_1
6M95_1	1DI9_1
6M95_1	3HLL_1
6M95_1	3HL7_1
6M95_1	4KIN_1
6M95_1	4KIQ_1
6M95_1	4KIP_1
6M95_1	5UOJ_1
6M95_1	1LEZ_1
6M95_1	1LEW_1
6M95_1	1WFC_1
6M95_1	6M9L_1
6M95_1	2Y8O_1
6M95_1	5O90_1
6M95_1	6F5E_2
6M95_1	4H36_1
6M95_1	4H3B_1
6M95_1	4H39_1
6M95_1	4G1W_1
6M95_1	1UKI_1
6M95_1	1UKH_1
6M95_1	5AWM_1
6M95_1	5LW1_2
6M95_1	4HYS_1
6M95_1	4HYU_1
6M95_1	4IZY_1
6M95_1	1WZY_1
6M95_1	4H3P_1
6M95_1	4H3Q_1
6M95_1	2FYS_1
6M95_1	2GPH_1
6M95_1	1GOL_1
6M95_1	5UMO_1
6M95_1	5AX3_1
6M95_1	3O71_1
6M95_1	5V60_1
6M95_1	5V62_1
6M95_1	5V61_1
6M95_1	2Y9Q_1
6M95_1	4FMQ_1
6M95_1	3TEI_1
6M95_1	6NBS_1
6M95_1	2F49_1
6M95_1	2FA2_1
6MRP_1	6MRP_1
6BH8_1	6BH8_1
6BH8_1	2YPT_1
6BH8_1	4AW6_1
6JTB_1	6JTB_1
6JTB_1	5JWF_1
6JTB_1	6JTC_1
6JTB_1	5JWI_1
6JTB_1	5JXK_1
6JTB_1	5JWG_1
6JTB_1	5JY0_1
6JTB_1	5JXP_1
6JTB_1	5JXF_1
6SRU_1	6SRU_1
6SRU_1	7OUN_1
6SRU_1	6YCR_1
6SRU_1	5O4Y_1
6SRU_1	5O45_1
6SRU_1	6NNV_1
6LB7_1	6LB7_1
6LB7_2	6LB7_2
6LB7_2	6LB8_2
6WWA_2	6WWA_2
6WWA_2	7L9P_3
6LQO_1	6LQO_1
6LQO_1	6LQN_1
6LQO_2	6LQO_2
7B1F_1	7B1F_1
7B1F_1	7B1H_1
7B1F_1	7B1J_1
7BRE_1	7BRE_1
6WAX_1	6WAX_1
6WAX_1	6WAY_1
6T6R_1	6T6R_1
6LNA_1	6LNA_1
6OJ7_1	6OJ7_1
6OJ7_1	6NTX_1
7CJG_1	7CJG_1
7CJG_1	7CJE_1
1N73_1	1N73_1
1N73_2	1N73_2
1N73_2	1FZF_2
1N73_2	1FZE_2
1N73_2	1LT9_2
1N73_2	3E1I_2
1N73_2	1RE4_2
1N73_2	1N86_2
1N73_2	1FZB_2
1N73_2	1FZA_2
1N73_2	1N8E_2
4NUK_1	4NUK_1
4NUK_1	4NUN_1
4NUK_1	4NUO_1
4NUK_1	4NUI_1
1OSG_1	1OSG_1
1OSG_1	3V56_1
6HUA_1	6HUA_1
6HUA_1	5JUF_1
6HUA_1	6HU8_1
6HUA_1	6QER_1
5YYF_1	5YYF_1
5YYF_1	4TMP_1
5YYF_1	6LS6_1
1F81_1	1F81_1
2G9H_4	2G9H_4
4IMV_1	4IMV_1
3HNA_1	3HNA_1
3HNA_1	5T0K_1
3HNA_1	5JJ0_1
3HNA_1	5JHN_1
3HNA_1	5JIN_1
3HNA_1	5JIY_1
3HNA_1	2RFI_1
3HNA_1	3FPD_1
3HNA_1	5T0M_1
3HNA_1	2O8J_1
3HNA_1	2IGQ_1
3HNA_1	3SWC_1
3HNA_1	3SW9_1
1TMC_1	1TMC_1
1TMC_1	3TFK_1
1TMC_1	3ERY_1
1TMC_1	6L9K_1
1TMC_1	6L9L_1
1TMC_1	3TPU_3
1TMC_1	3TF7_1
1TMC_1	3TJH_1
1TMC_1	4MXQ_3
1TMC_1	4N0C_1
1TMC_1	4MS8_3
1TMC_1	4MVB_3
1TMC_1	4N5E_3
1TMC_1	2OI9_1
1TMC_1	2E7L_3
1TMC_1	3E3Q_1
1TMC_1	3E2H_1
6M1H_2	6M1H_2
6O5O_1	6O5O_1
6O5O_1	1NTV_1
6O5O_1	1NU2_1
6O5O_1	6OVF_1
6O5O_1	1M7E_1
6O5O_1	1P3R_1
6O5O_1	1OQN_1
6F5E_1	6F5E_1
6F5E_1	5LW1_1
4QED_1	4QED_1
4QED_1	4QEC_1
3BS4_1	3BS4_1
5NJ5_1	5NJ5_1
5NJ5_1	5NJA_1
5NJ5_1	5NJB_1
5NJ5_1	5NJF_1
5NJ5_1	5NJ9_1
5NJ5_1	5NJC_1
6HL3_1	6HL3_1
6HL3_1	6HLA_1
6HL3_1	6HLI_1
6HL3_1	6HLM_1
6HL3_1	6Q9C_1
6HL3_1	6Q9J_1
6HL3_1	6Q9K_1
6HL3_1	6R7P_1
6HL3_1	6HL2_1
6HL3_1	6HLJ_1
6HL3_1	6Q9G_1
6HL3_1	6HL4_1
6HL3_2	6HL3_2
6HL3_2	6HLA_2
6HL3_2	6HLI_2
6HL3_2	6HLM_2
6HL3_2	6Q9C_2
6HL3_2	6Q9J_2
6HL3_2	6Q9K_2
6HL3_2	6R7P_2
6HL3_2	6HL2_2
6HL3_2	6HLJ_2
6HL3_2	6Q9G_2
6HL3_2	6HL4_2
2F1Z_1	2F1Z_1
4K44_1	4K44_1
4K44_1	2PLE_1
4K44_1	2PLD_1
4K44_1	5TNW_1
4K44_1	5TQ1_1
4K44_1	5TQS_1
4K44_1	5TO4_1
4K44_1	4K45_1
4K44_1	2FCI_2
2G9I_1	2G9I_1
2G9I_1	2PHN_1
5I90_1	5I90_1
5VD6_1	5VD6_1
5VD6_1	5VDB_1
5VD6_1	3PGP_1
5VD6_1	4KLV_1
5VD6_1	4KOR_1
5VD6_1	4KOS_1
5VD6_1	4KOU_1
5VD6_1	4KOV_1
5VD6_1	4KOW_1
5VD6_1	4KOX_1
5VD6_1	4KOY_1
5VD6_1	4KUA_1
5VD6_1	4L8A_1
5VD6_1	4KUB_1
5VD6_1	4L89_1
5VD6_1	4KLW_1
5VD6_1	4KOT_1
5VD6_1	3KKW_1
5VD6_1	4M3S_1
5H7Z_1	5H7Z_1
5H7Z_1	5H7Y_1
5DIR_1	5DIR_1
6TNP_1	6TNP_1
6TNP_1	1MVU_1
6TNP_1	1I8K_1
6TNP_1	1I8I_1
6TNP_1	3LHP_2
6TNP_1	3LH2_3
6TNP_1	3H3P_2
6TNP_1	4LLV_2
6TNP_1	5GRV_2
6TNP_1	7N8I_1
6TNP_1	4UDF_3
6TNP_1	5GS1_1
6TNP_1	1QNZ_2
6TNP_1	1DQL_1
6TNP_1	5GS0_5
6TNP_1	1XIW_3
6TNP_1	1IVL_1
6TNP_1	1G7I_1
6TNP_1	1G7J_1
6TNP_1	1G7L_1
6TNP_1	1G7M_1
6TNP_1	1G7H_1
6TNP_1	5GS0_2
6TNP_1	3LRG_1
6TNP_1	3LRH_1
6TNP_1	4RAV_1
6TNP_1	4XVJ_3
1G4F_1	1G4F_1
1G4F_1	1G4G_1
1HJD_1	1HJD_1
1Y4O_1	1Y4O_1
2HVZ_1	2HVZ_1
1YR1_1	1YR1_1
1YR1_1	2ALJ_1
1S6I_1	1S6I_1
2KSW_1	2KSW_1
2I38_1	2I38_1
2JU5_1	2JU5_1
2LY4_1	2LY4_1
2LY4_2	2LY4_2
2NLW_1	2NLW_1
5JOL_1	5JOL_1
5JOL_1	5JOJ_1
6SPZ_1	6SPZ_1
6SPZ_1	2KA9_1
